[25Jun2022 00:00:03.406] [Server thread/INFO] [net.minecraft.server.integrated.IntegratedServer/]: Saving and pausing game...
[25Jun2022 00:04:17.856] [Server thread/INFO] [net.minecraft.network.play.ServerPlayNetHandler/]: AudricSan lost connection: Disconnected
[25Jun2022 00:04:17.856] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: AudricSan left the game
[25Jun2022 00:04:17.857] [Server thread/INFO] [voicechat/]: Disconnecting client AudricSan
[25Jun2022 00:04:17.870] [Server thread/INFO] [net.minecraft.network.play.ServerPlayNetHandler/]: Stopping singleplayer server as player logged out
[25Jun2022 00:04:17.913] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Stopping server
[25Jun2022 00:04:17.914] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving players
[25Jun2022 00:04:17.914] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving worlds
[25Jun2022 00:04:17.914] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:overworld
[25Jun2022 00:04:18.122] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (New World (1)): All chunks are saved
[25Jun2022 00:04:18.122] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_nether
[25Jun2022 00:04:18.122] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (DIM-1): All chunks are saved
[25Jun2022 00:04:18.122] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/minecraft:the_end
[25Jun2022 00:04:18.124] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (DIM1): All chunks are saved
[25Jun2022 00:04:18.124] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/compactmachines:compact_world
[25Jun2022 00:04:18.138] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (compact_world): All chunks are saved
[25Jun2022 00:04:18.138] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars_orbit
[25Jun2022 00:04:18.140] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (mars_orbit): All chunks are saved
[25Jun2022 00:04:18.140] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury
[25Jun2022 00:04:18.141] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (mercury): All chunks are saved
[25Jun2022 00:04:18.141] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus_orbit
[25Jun2022 00:04:18.141] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (venus_orbit): All chunks are saved
[25Jun2022 00:04:18.141] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mars
[25Jun2022 00:04:18.142] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (mars): All chunks are saved
[25Jun2022 00:04:18.143] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:overworld_orbit
[25Jun2022 00:04:18.144] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (overworld_orbit): All chunks are saved
[25Jun2022 00:04:18.144] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:venus
[25Jun2022 00:04:18.145] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (venus): All chunks are saved
[25Jun2022 00:04:18.145] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon_orbit
[25Jun2022 00:04:18.147] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (moon_orbit): All chunks are saved
[25Jun2022 00:04:18.147] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:moon
[25Jun2022 00:04:18.148] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (moon): All chunks are saved
[25Jun2022 00:04:18.148] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[Creative]'/boss_tools:mercury_orbit
[25Jun2022 00:04:18.149] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (mercury_orbit): All chunks are saved
[25Jun2022 00:04:18.194] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (New World (1)): All chunks are saved
[25Jun2022 00:04:18.199] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (DIM-1): All chunks are saved
[25Jun2022 00:04:18.199] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (DIM1): All chunks are saved
[25Jun2022 00:04:18.204] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (compact_world): All chunks are saved
[25Jun2022 00:04:18.218] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (mars_orbit): All chunks are saved
[25Jun2022 00:04:18.218] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (mercury): All chunks are saved
[25Jun2022 00:04:18.219] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (venus_orbit): All chunks are saved
[25Jun2022 00:04:18.219] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (mars): All chunks are saved
[25Jun2022 00:04:18.219] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (overworld_orbit): All chunks are saved
[25Jun2022 00:04:18.219] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (venus): All chunks are saved
[25Jun2022 00:04:18.220] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (moon_orbit): All chunks are saved
[25Jun2022 00:04:18.220] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (moon): All chunks are saved
[25Jun2022 00:04:18.220] [Server thread/INFO] [net.minecraft.world.server.ChunkManager/]: ThreadedAnvilChunkStorage (mercury_orbit): All chunks are saved
[25Jun2022 00:04:23.647] [Server thread/INFO] [FluxNetworks/]: FluxNetworkData has been unloaded
[25Jun2022 00:04:25.033] [main/INFO] [net.minecraft.client.Minecraft/]: Stopping!
